,league,season,game,round,week,date,home_team,away_team,home_score,away_score,status,game_id,url,team_x,home_Expected goals (xG),home_xG non-penalty,home_xG on target (xGOT),home_xG open play,home_xG set play,home_Blocked shots,home_Hit woodwork,home_Shots inside box,home_Shots off target,home_Shots on target,home_Shots outside box,home_Total shots,home_Accurate passes,home_Ball possession,home_Big chances,home_Big chances missed,home_Corners,home_Fouls committed,home_Accurate passes (%),home_Accurate crosses,home_Accurate long balls,home_Offsides,home_Opposition half,home_Own half,home_Passes,home_Throws,home_Accurate crosses (%),home_Accurate long balls (%),home_Touches in opposition box,team_y,away_Expected goals (xG),away_xG non-penalty,away_xG on target (xGOT),away_xG open play,away_xG set play,away_Blocked shots,away_Hit woodwork,away_Shots inside box,away_Shots off target,away_Shots on target,away_Shots outside box,away_Total shots,away_Accurate passes,away_Ball possession,away_Big chances,away_Big chances missed,away_Corners,away_Fouls committed,away_Accurate passes (%),away_Accurate crosses,away_Accurate long balls,away_Offsides,away_Opposition half,away_Own half,away_Passes,away_Throws,away_Accurate crosses (%),away_Accurate long balls (%),away_Touches in opposition box
115,ITA-Serie A,2223,2022-10-30 Lazio-Salernitana,12,12,2022-10-30 17:00:00+00:00,Lazio,Salernitana,1 , 3,FT,3919143,https://fotmob.com/matches/salernitana-vs-lazio/1v70cn#3919143,Lazio,1.91,1.91,1.43,1.85,0.06,3.0,1.0,10.0,6.0,4.0,3.0,13.0,588,61,3,2,4,10,0.89,3,36,3,307,281,660,18,0.14,0.72,,Salernitana,1.49,1.49,2.11,1.40,0.09,1.0,0.0,5.0,3.0,6.0,5.0,10.0,344,39,1,0,5,7,0.82,1,26,4,129,215,422,12,0.08,0.4,
116,ITA-Serie A,2223,2022-10-30 Spezia-Fiorentina,12,12,2022-10-30 14:00:00+00:00,Spezia,Fiorentina,1 , 2,FT,3919147,https://fotmob.com/matches/fiorentina-vs-spezia/2syz9t#3919147,Spezia,1.28,1.28,1.26,0.79,0.49,1.0,0.0,8.0,3.0,6.0,2.0,10.0,213,49,3,2,5,19,0.68,4,20,2,76,137,311,25,0.24,0.32,,Fiorentina,2.19,2.19,0.94,1.79,0.39,14.0,1.0,15.0,8.0,5.0,12.0,27.0,229,51,0,0,5,14,0.7,5,32,1,112,117,327,20,0.36,0.46,
117,ITA-Serie A,2223,2022-10-30 Torino-AC Milan,12,12,2022-10-30 19:45:00+00:00,Torino,AC Milan,2 , 1,FT,3919148,https://fotmob.com/matches/ac-milan-vs-torino/2sg20c#3919148,Torino,0.65,0.65,1.06,0.20,0.44,1.0,0.0,6.0,2.0,4.0,1.0,7.0,236,43,2,2,6,11,0.73,4,15,3,144,92,325,21,0.31,0.24,,AC Milan,1.06,1.06,0.67,0.86,0.20,3.0,0.0,6.0,8.0,1.0,6.0,12.0,333,57,2,1,1,16,0.78,4,35,0,129,204,426,24,0.4,0.48,
118,ITA-Serie A,2223,2022-10-31 Hellas Verona-Roma,12,12,2022-10-31 17:30:00+00:00,Hellas Verona,Roma,1 , 3,FT,3919141,https://fotmob.com/matches/roma-vs-hellas-verona/2uku6v#3919141,Hellas Verona,0.32,0.32,1.01,0.22,0.10,1.0,0.0,3.0,3.0,3.0,4.0,7.0,183,32,0,0,2,9,0.71,0,17,0,107,76,258,19,0.0,0.4,,Roma,3.08,3.08,2.30,2.64,0.44,4.0,3.0,10.0,4.0,6.0,4.0,14.0,473,68,5,3,4,9,0.86,3,24,0,240,233,553,19,0.2,0.51,
119,ITA-Serie A,2223,2022-10-31 Monza-Bologna,12,12,2022-10-31 19:45:00+00:00,Monza,Bologna,1 , 2,FT,3919145,https://fotmob.com/matches/monza-vs-bologna/27p2f2#3919145,Monza,1.23,0.44,1.08,0.29,0.15,2.0,0.0,4.0,4.0,3.0,5.0,9.0,439,55,1,0,4,13,0.86,6,26,2,188,251,511,27,0.33,0.57,,Bologna,1.32,1.32,2.17,1.16,0.17,0.0,1.0,8.0,5.0,5.0,2.0,10.0,346,45,2,0,5,18,0.83,6,27,0,130,216,419,12,0.33,0.52,
120,ITA-Serie A,2223,2022-11-04 Udinese-Lecce,13,13,2022-11-04 19:45:00+00:00,Udinese,Lecce,1 , 1,FT,3919158,https://fotmob.com/matches/udinese-vs-lecce/2trgf0#3919158,Udinese,1.72,1.72,1.28,1.55,0.17,6.0,0.0,8.0,5.0,5.0,8.0,16.0,354,57,2,1,3,12,0.78,2,32,2,158,196,456,30,0.14,0.51,,Lecce,0.74,0.74,0.79,0.70,0.05,4.0,2.0,5.0,4.0,1.0,4.0,9.0,229,43,1,0,2,18,0.68,2,30,0,121,108,339,30,0.14,0.37,
121,ITA-Serie A,2223,2022-11-05 AC Milan-Spezia,13,13,2022-11-05 19:45:00+00:00,AC Milan,Spezia,2 , 1,FT,3919153,https://fotmob.com/matches/ac-milan-vs-spezia/2tafp0#3919153,AC Milan,2.23,2.23,3.73,2.09,0.14,8.0,2.0,16.0,4.0,11.0,7.0,23.0,330,59,5,3,3,12,0.77,6,31,0,153,177,428,20,0.32,0.51,,Spezia,1.62,1.62,0.75,1.31,0.31,3.0,0.0,8.0,5.0,5.0,5.0,13.0,194,41,3,3,6,13,0.65,6,12,0,130,64,300,25,0.5,0.23,
122,ITA-Serie A,2223,2022-11-05 Atalanta-SSC Napoli,13,13,2022-11-05 17:00:00+00:00,Atalanta,SSC Napoli,1 , 2,FT,3919149,https://fotmob.com/matches/atalanta-vs-ssc-napoli/2ss9sz#3919149,Atalanta,2.03,1.24,1.79,1.18,0.06,8.0,1.0,10.0,3.0,5.0,6.0,16.0,362,47,4,3,5,10,0.79,5,27,2,190,172,457,27,0.31,0.44,,SSC Napoli,1.29,1.29,1.42,0.58,0.71,0.0,0.0,6.0,2.0,5.0,1.0,7.0,443,53,3,1,2,9,0.82,2,27,2,185,258,539,29,0.22,0.46,
123,ITA-Serie A,2223,2022-11-05 Empoli-Sassuolo,13,13,2022-11-05 14:00:00+00:00,Empoli,Sassuolo,1 , 0,FT,3919151,https://fotmob.com/matches/sassuolo-vs-empoli/28tv1l#3919151,Empoli,1.19,1.19,0.47,1.01,0.18,7.0,0.0,12.0,9.0,1.0,5.0,17.0,346,47,1,1,3,11,0.83,4,25,4,119,227,419,24,0.29,0.42,,Sassuolo,0.58,0.58,0.14,0.47,0.11,3.0,0.0,6.0,4.0,3.0,4.0,10.0,391,53,1,1,6,11,0.84,5,58,0,163,228,463,30,0.19,0.76,
124,ITA-Serie A,2223,2022-11-05 Salernitana-Cremonese,13,13,2022-11-05 14:00:00+00:00,Salernitana,Cremonese,2 , 2,FT,3919156,https://fotmob.com/matches/salernitana-vs-cremonese/1opyrq#3919156,Salernitana,1.31,1.31,1.53,0.85,0.46,2.0,0.0,6.0,6.0,2.0,4.0,10.0,345,52,2,0,2,14,0.8,3,21,0,119,226,432,17,0.33,0.39,,Cremonese,1.74,0.95,2.60,0.78,0.17,1.0,0.0,9.0,6.0,5.0,3.0,12.0,313,48,3,2,2,10,0.78,6,12,6,157,156,400,22,0.38,0.32,
125,ITA-Serie A,2223,2022-11-06 Bologna-Torino,13,13,2022-11-06 11:30:00+00:00,Bologna,Torino,2 , 1,FT,3919150,https://fotmob.com/matches/torino-vs-bologna/373118#3919150,Bologna,1.99,1.99,2.27,1.99,,0.0,0.0,6.0,4.0,5.0,3.0,9.0,384,56,4,2,3,14,0.76,2,23,1,153,231,503,26,0.17,0.37,,Torino,1.05,0.26,1.52,0.26,,2.0,0.0,3.0,3.0,2.0,4.0,7.0,296,44,1,0,1,17,0.75,1,32,5,140,156,396,21,0.13,0.43,
126,ITA-Serie A,2223,2022-11-06 Juventus-Inter,13,13,2022-11-06 19:45:00+00:00,Juventus,Inter,2 , 0,FT,3919152,https://fotmob.com/matches/inter-vs-juventus/2u4jlu#3919152,Juventus,0.92,0.92,1.53,0.87,0.05,2.0,0.0,6.0,3.0,3.0,2.0,8.0,391,47,3,1,2,16,0.82,4,33,1,181,210,475,8,0.5,0.46,,Inter,1.22,1.22,1.03,0.91,0.32,4.0,1.0,9.0,6.0,4.0,5.0,14.0,449,53,3,3,8,13,0.86,6,27,1,244,205,521,16,0.19,0.55,
127,ITA-Serie A,2223,2022-11-06 Monza-Hellas Verona,13,13,2022-11-06 14:00:00+00:00,Monza,Hellas Verona,2 , 0,FT,3919154,https://fotmob.com/matches/monza-vs-hellas-verona/27vqfu#3919154,Monza,1.28,1.28,0.64,1.08,0.20,3.0,0.0,8.0,8.0,3.0,6.0,14.0,552,76,0,0,5,10,0.86,4,31,1,287,265,639,13,0.19,0.57,,Hellas Verona,0.36,0.36,0.70,0.05,0.31,1.0,0.0,3.0,4.0,2.0,4.0,7.0,118,24,0,0,2,9,0.59,3,13,3,61,57,199,22,0.27,0.25,
128,ITA-Serie A,2223,2022-11-06 Roma-Lazio,13,13,2022-11-06 17:00:00+00:00,Roma,Lazio,0 , 1,FT,3919155,https://fotmob.com/matches/lazio-vs-roma/2gdicp#3919155,Roma,0.48,0.48,0.34,0.39,0.08,2.0,1.0,4.0,4.0,2.0,4.0,8.0,461,59,0,0,4,18,0.83,4,40,3,181,280,554,29,0.16,0.54,,Lazio,0.56,0.56,0.72,0.56,0.00,2.0,0.0,1.0,0.0,3.0,4.0,5.0,303,41,1,0,2,14,0.77,1,31,2,107,196,395,13,0.2,0.44,
129,ITA-Serie A,2223,2022-11-06 Sampdoria-Fiorentina,13,13,2022-11-06 14:00:00+00:00,Sampdoria,Fiorentina,0 , 2,FT,3919157,https://fotmob.com/matches/fiorentina-vs-sampdoria/2szdhf#3919157,Sampdoria,0.78,0.78,0.17,0.44,0.35,6.0,0.0,8.0,6.0,2.0,6.0,14.0,325,49,1,1,4,10,0.78,8,26,2,125,200,419,30,0.38,0.45,,Fiorentina,0.90,0.90,0.46,0.71,0.19,0.0,0.0,5.0,1.0,4.0,0.0,5.0,351,51,3,3,4,18,0.78,5,31,2,150,201,449,21,0.38,0.41,
130,ITA-Serie A,2223,2022-11-08 Cremonese-AC Milan,14,14,2022-11-08 19:45:00+00:00,Cremonese,AC Milan,0 , 0,FT,3919189,https://fotmob.com/matches/cremonese-vs-ac-milan/27qfxb#3919189,Cremonese,0.29,0.29,0.01,0.22,0.06,3.0,0.0,3.0,2.0,1.0,3.0,6.0,146,27,0,0,2,16,0.63,3,16,2,77,69,231,21,0.3,0.28,,AC Milan,1.01,1.01,1.28,0.77,0.25,4.0,0.0,8.0,7.0,5.0,8.0,16.0,545,73,2,2,4,10,0.86,5,44,2,319,226,633,19,0.21,0.77,
131,ITA-Serie A,2223,2022-11-08 SSC Napoli-Empoli,14,14,2022-11-08 17:30:00+00:00,SSC Napoli,Empoli,2 , 0,FT,3919195,https://fotmob.com/matches/empoli-vs-ssc-napoli/2sw7tc#3919195,SSC Napoli,1.99,1.20,1.23,1.05,0.15,6.0,0.0,14.0,8.0,4.0,4.0,18.0,610,74,1,0,5,12,0.89,8,38,0,402,208,684,27,0.22,0.69,,Empoli,0.26,0.26,0.08,0.23,0.04,1.0,0.0,2.0,4.0,1.0,4.0,6.0,161,26,0,0,0,16,0.68,1,11,1,52,109,236,18,0.5,0.23,
132,ITA-Serie A,2223,2022-11-08 Spezia-Udinese,14,14,2022-11-08 17:30:00+00:00,Spezia,Udinese,1 , 1,FT,3919197,https://fotmob.com/matches/udinese-vs-spezia/2tooki#3919197,Spezia,2.20,2.20,2.17,1.24,0.96,8.0,0.0,16.0,7.0,6.0,5.0,21.0,311,49,4,3,9,12,0.75,6,22,1,136,175,413,27,0.24,0.39,,Udinese,0.60,0.60,0.17,0.55,0.05,2.0,1.0,5.0,6.0,2.0,5.0,10.0,353,51,0,0,0,12,0.81,2,24,4,188,165,436,24,0.22,0.47,
133,ITA-Serie A,2223,2022-11-09 Fiorentina-Salernitana,14,14,2022-11-09 19:45:00+00:00,Fiorentina,Salernitana,2 , 1,FT,3919190,https://fotmob.com/matches/salernitana-vs-fiorentina/1v4fmr#3919190,Fiorentina,2.83,2.83,2.70,2.68,0.16,2.0,0.0,12.0,9.0,7.0,6.0,18.0,483,58,4,2,4,10,0.86,2,34,4,294,189,563,24,0.15,0.64,38,Salernitana,0.47,0.47,0.51,0.40,0.07,2.0,0.0,4.0,1.0,1.0,0.0,4.0,300,42,1,0,3,11,0.76,4,23,3,89,211,396,19,0.31,0.31,8
134,ITA-Serie A,2223,2022-11-09 Inter-Bologna,14,14,2022-11-09 19:45:00+00:00,Inter,Bologna,6 , 1,FT,3919192,https://fotmob.com/matches/inter-vs-bologna/2ttfqc#3919192,Inter,2.79,2.00,3.06,1.84,0.16,4.0,1.0,10.0,2.0,7.0,3.0,13.0,468,57,3,1,4,10,0.87,5,28,2,206,262,539,15,0.33,0.56,,Bologna,0.66,0.66,0.33,0.58,0.07,1.0,0.0,6.0,5.0,4.0,4.0,10.0,317,43,0,0,4,11,0.8,1,24,0,102,215,395,15,0.07,0.44,
135,ITA-Serie A,2223,2022-11-09 Lecce-Atalanta,14,14,2022-11-09 17:30:00+00:00,Lecce,Atalanta,2 , 1,FT,3919194,https://fotmob.com/matches/atalanta-vs-lecce/2sxefy#3919194,Lecce,1.14,1.14,1.75,0.85,0.29,6.0,0.0,9.0,6.0,3.0,6.0,15.0,211,39,2,0,4,11,0.65,7,16,1,133,78,325,27,0.41,0.24,,Atalanta,1.46,1.46,0.99,1.27,0.19,6.0,0.0,6.0,2.0,4.0,6.0,12.0,393,61,3,2,3,12,0.76,4,16,2,174,219,516,36,0.24,0.33,
136,ITA-Serie A,2223,2022-11-09 Sassuolo-Roma,14,14,2022-11-09 17:30:00+00:00,Sassuolo,Roma,1 , 1,FT,3919196,https://fotmob.com/matches/sassuolo-vs-roma/2absmd#3919196,Sassuolo,1.22,1.22,1.34,1.09,0.13,2.0,0.0,6.0,6.0,7.0,9.0,15.0,335,46,2,1,3,14,0.83,3,34,0,162,173,404,15,0.25,0.56,,Roma,0.72,0.72,1.12,0.71,0.01,2.0,0.0,9.0,5.0,4.0,2.0,11.0,406,54,2,2,2,13,0.87,5,33,6,163,243,469,18,0.29,0.6,
137,ITA-Serie A,2223,2022-11-09 Torino-Sampdoria,14,14,2022-11-09 19:45:00+00:00,Torino,Sampdoria,2 , 0,FT,3919198,https://fotmob.com/matches/torino-vs-sampdoria/37dkkf#3919198,Torino,0.51,0.51,1.18,0.42,0.09,3.0,0.0,5.0,0.0,5.0,3.0,8.0,339,51,0,0,4,14,0.77,2,22,4,165,174,439,24,0.18,0.34,,Sampdoria,0.54,0.54,0.12,0.52,0.01,5.0,0.0,6.0,5.0,1.0,5.0,11.0,310,49,1,1,3,21,0.77,5,32,4,145,165,403,24,0.22,0.5,
138,ITA-Serie A,2223,2022-11-10 Hellas Verona-Juventus,14,14,2022-11-10 17:30:00+00:00,Hellas Verona,Juventus,0 , 1,FT,3919191,https://fotmob.com/matches/hellas-verona-vs-juventus/389a06#3919191,Hellas Verona,1.19,1.19,0.22,0.34,0.86,3.0,0.0,5.0,10.0,2.0,10.0,15.0,247,43,1,1,5,14,0.77,9,23,1,148,99,321,17,0.35,0.53,,Juventus,1.11,1.11,0.85,0.87,0.24,0.0,0.0,6.0,8.0,3.0,5.0,11.0,353,57,1,0,4,13,0.81,6,29,0,145,208,437,20,0.32,0.45,
139,ITA-Serie A,2223,2022-11-10 Lazio-Monza,14,14,2022-11-10 19:45:00+00:00,Lazio,Monza,1 , 0,FT,3919193,https://fotmob.com/matches/monza-vs-lazio/1veqsb#3919193,Lazio,1.47,1.47,1.38,1.11,0.36,3.0,0.0,7.0,5.0,4.0,5.0,12.0,447,47,1,0,4,15,0.91,6,29,0,242,205,493,14,0.3,0.71,,Monza,0.49,0.49,0.66,0.40,0.09,1.0,0.0,4.0,7.0,0.0,4.0,8.0,507,53,0,0,3,14,0.91,3,43,1,153,354,560,17,0.2,0.78,
140,ITA-Serie A,2223,2022-11-11 Empoli-Cremonese,15,15,2022-11-11 19:45:00+00:00,Empoli,Cremonese,2 , 0,FT,3919201,https://fotmob.com/matches/cremonese-vs-empoli/27fxf2#3919201,Empoli,2.60,2.60,2.14,2.12,0.48,3.0,1.0,8.0,4.0,6.0,5.0,13.0,349,49,3,1,4,9,0.8,3,20,1,149,200,437,18,0.3,0.36,,Cremonese,1.36,1.36,0.78,1.17,0.18,9.0,1.0,19.0,6.0,5.0,1.0,20.0,334,51,2,2,9,14,0.8,10,15,1,196,138,419,24,0.28,0.36,
141,ITA-Serie A,2223,2022-11-12 Bologna-Sassuolo,15,15,2022-11-12 19:45:00+00:00,Bologna,Sassuolo,3 , 0,FT,3919200,https://fotmob.com/matches/sassuolo-vs-bologna/2mbw4l#3919200,Bologna,0.84,0.84,1.96,0.78,0.06,3.0,0.0,3.0,1.0,4.0,5.0,8.0,415,52,2,1,4,12,0.84,3,25,2,158,257,495,19,0.25,0.46,,Sassuolo,0.76,0.76,0.53,0.50,0.26,2.0,0.0,6.0,4.0,3.0,3.0,9.0,381,48,1,1,6,6,0.84,2,36,1,177,204,456,30,0.1,0.55,
142,ITA-Serie A,2223,2022-11-12 SSC Napoli-Udinese,15,15,2022-11-12 14:00:00+00:00,SSC Napoli,Udinese,3 , 2,FT,3919206,https://fotmob.com/matches/udinese-vs-ssc-napoli/2tmb0l#3919206,SSC Napoli,1.48,1.48,2.01,1.20,0.28,5.0,0.0,12.0,5.0,5.0,3.0,15.0,552,63,2,0,5,12,0.86,5,20,0,226,326,643,24,0.33,0.44,,Udinese,0.71,0.71,0.81,0.41,0.29,4.0,0.0,4.0,2.0,4.0,6.0,10.0,295,37,2,2,3,13,0.8,4,18,1,142,153,367,17,0.29,0.44,
143,ITA-Serie A,2223,2022-11-12 Sampdoria-Lecce,15,15,2022-11-12 17:00:00+00:00,Sampdoria,Lecce,0 , 2,FT,3919208,https://fotmob.com/matches/sampdoria-vs-lecce/38d39r#3919208,Sampdoria,0.68,0.68,0.30,0.59,0.09,5.0,0.0,7.0,4.0,2.0,4.0,11.0,263,57,1,1,9,14,0.67,4,27,6,138,125,395,22,0.15,0.4,,Lecce,0.57,0.57,0.79,0.51,0.06,3.0,0.0,6.0,5.0,3.0,5.0,11.0,183,43,2,0,0,19,0.59,1,19,5,94,89,309,21,0.1,0.26,
144,ITA-Serie A,2223,2022-11-13 AC Milan-Fiorentina,15,15,2022-11-13 17:00:00+00:00,AC Milan,Fiorentina,2 , 1,FT,3919204,https://fotmob.com/matches/fiorentina-vs-ac-milan/2f1oie#3919204,AC Milan,1.48,1.48,1.32,1.48,,6.0,0.0,8.0,3.0,3.0,4.0,12.0,315,50,4,3,5,13,0.78,3,36,3,111,204,403,26,0.15,0.51,,Fiorentina,0.51,0.51,1.03,0.51,,2.0,1.0,7.0,4.0,5.0,4.0,11.0,318,50,1,1,7,11,0.78,5,36,2,184,134,408,12,0.23,0.52,
145,ITA-Serie A,2223,2022-11-13 Atalanta-Inter,15,15,2022-11-13 11:30:00+00:00,Atalanta,Inter,2 , 3,FT,3919199,https://fotmob.com/matches/atalanta-vs-inter/2fo2u8#3919199,Atalanta,1.84,1.05,1.84,0.75,0.30,5.0,0.0,10.0,6.0,7.0,8.0,18.0,310,46,3,1,5,10,0.77,7,29,1,128,182,401,27,0.39,0.47,,Inter,2.22,2.22,1.81,2.18,0.04,3.0,0.0,9.0,8.0,3.0,5.0,14.0,383,54,2,1,4,11,0.83,7,26,0,143,240,464,17,0.27,0.4,
146,ITA-Serie A,2223,2022-11-13 Hellas Verona-Spezia,15,15,2022-11-13 14:00:00+00:00,Hellas Verona,Spezia,1 , 2,FT,3919202,https://fotmob.com/matches/hellas-verona-vs-spezia/387l0k#3919202,Hellas Verona,2.10,2.10,1.10,1.47,0.63,4.0,0.0,13.0,9.0,5.0,5.0,18.0,197,44,3,2,2,13,0.64,6,27,4,96,101,309,24,0.3,0.44,,Spezia,0.82,0.82,2.38,0.48,0.34,3.0,0.0,8.0,4.0,9.0,8.0,16.0,265,56,0,0,10,21,0.67,8,29,0,120,145,396,24,0.32,0.39,
147,ITA-Serie A,2223,2022-11-13 Juventus-Lazio,15,15,2022-11-13 19:45:00+00:00,Juventus,Lazio,3 , 0,FT,3919203,https://fotmob.com/matches/lazio-vs-juventus/2t3pur#3919203,Juventus,1.59,1.59,2.40,1.59,0.00,3.0,0.0,8.0,1.0,9.0,5.0,13.0,382,41,2,0,2,10,0.83,4,49,1,129,253,462,20,0.29,0.58,,Lazio,0.45,0.45,0.70,0.36,0.09,4.0,1.0,4.0,3.0,3.0,6.0,10.0,603,59,0,0,6,8,0.89,2,22,1,350,253,678,15,0.14,0.58,
148,ITA-Serie A,2223,2022-11-13 Monza-Salernitana,15,15,2022-11-13 14:00:00+00:00,Monza,Salernitana,3 , 0,FT,3919205,https://fotmob.com/matches/salernitana-vs-monza/1e6y90#3919205,Monza,2.57,1.78,2.07,1.64,0.14,8.0,2.0,14.0,4.0,7.0,5.0,19.0,505,57,4,2,6,9,0.89,6,35,4,201,304,565,15,0.4,0.66,,Salernitana,0.22,0.22,0.00,0.16,0.06,1.0,0.0,3.0,4.0,0.0,2.0,5.0,352,43,0,0,1,11,0.85,3,31,1,144,208,416,19,0.19,0.65,
149,ITA-Serie A,2223,2022-11-13 Roma-Torino,15,15,2022-11-13 14:00:00+00:00,Roma,Torino,1 , 1,FT,3919207,https://fotmob.com/matches/roma-vs-torino/2ts8vv#3919207,Roma,1.71,0.92,0.55,0.64,0.28,4.0,2.0,7.0,5.0,4.0,6.0,13.0,336,48,1,1,7,13,0.76,5,31,0,169,167,440,24,0.25,0.45,,Torino,0.88,0.88,0.42,0.77,0.11,4.0,0.0,5.0,4.0,2.0,5.0,10.0,395,52,2,2,0,10,0.8,3,15,1,179,216,494,23,0.38,0.25,
150,ITA-Serie A,2223,2023-01-04 Cremonese-Juventus,16,16,2023-01-04 17:30:00+00:00,Cremonese,Juventus,0 , 1,FT,3919399,https://fotmob.com/matches/cremonese-vs-juventus/2l4jdm#3919399,Cremonese,0.92,0.92,0.37,0.76,0.17,4.0,1.0,8.0,6.0,3.0,5.0,13.0,240,44,0,0,3,12,0.72,2,16,2,133,107,332,35,0.12,0.36,,Juventus,1.63,1.63,2.70,0.78,0.85,3.0,0.0,9.0,8.0,8.0,10.0,19.0,344,56,2,2,8,12,0.81,7,38,2,166,178,425,30,0.37,0.58,
151,ITA-Serie A,2223,2023-01-04 Fiorentina-Monza,16,16,2023-01-04 17:30:00+00:00,Fiorentina,Monza,1 , 1,FT,3919400,https://fotmob.com/matches/monza-vs-fiorentina/1vc5x3#3919400,Fiorentina,1.63,1.63,0.88,1.38,0.25,6.0,0.0,15.0,10.0,6.0,7.0,22.0,349,53,1,1,9,11,0.84,5,32,1,227,122,417,19,0.18,0.62,45,Monza,1.69,1.69,0.77,1.61,0.08,2.0,0.0,10.0,5.0,3.0,0.0,10.0,297,47,2,1,1,13,0.78,4,27,4,97,200,382,19,0.4,0.47,20
152,ITA-Serie A,2223,2023-01-04 Inter-SSC Napoli,16,16,2023-01-04 19:45:00+00:00,Inter,SSC Napoli,1 , 0,FT,3919401,https://fotmob.com/matches/inter-vs-ssc-napoli/2u0kq3#3919401,Inter,1.42,1.42,0.74,1.37,0.05,0.0,0.0,5.0,5.0,1.0,1.0,6.0,269,36,3,2,5,12,0.8,4,26,4,104,165,338,20,0.27,0.52,,SSC Napoli,0.91,0.91,0.57,0.83,0.08,3.0,0.0,8.0,4.0,2.0,1.0,9.0,526,64,1,1,4,7,0.87,4,44,2,252,274,605,34,0.24,0.67,
153,ITA-Serie A,2223,2023-01-04 Lecce-Lazio,16,16,2023-01-04 15:35:00+00:00,Lecce,Lazio,2 , 1,FT,3919402,https://fotmob.com/matches/lazio-vs-lecce/2t4wio#3919402,Lecce,1.31,1.31,1.20,1.31,0.00,3.0,0.0,5.0,4.0,4.0,6.0,11.0,267,40,1,0,4,16,0.71,1,23,3,170,97,377,30,0.05,0.35,,Lazio,0.67,0.67,0.76,0.46,0.21,3.0,0.0,6.0,3.0,2.0,2.0,8.0,462,60,0,0,3,13,0.8,3,24,2,160,302,577,30,0.27,0.63,
154,ITA-Serie A,2223,2023-01-04 Roma-Bologna,16,16,2023-01-04 15:30:00+00:00,Roma,Bologna,1 , 0,FT,3919403,https://fotmob.com/matches/roma-vs-bologna/2uda6h#3919403,Roma,1.51,0.72,2.20,0.45,0.27,6.0,0.0,10.0,4.0,4.0,4.0,14.0,300,39,2,1,3,10,0.79,1,21,1,112,188,380,21,0.14,0.45,,Bologna,0.79,0.79,0.02,0.26,0.53,6.0,0.0,6.0,3.0,2.0,5.0,11.0,506,61,1,1,3,10,0.85,3,40,1,225,281,597,23,0.21,0.66,
155,ITA-Serie A,2223,2023-01-04 Salernitana-AC Milan,16,16,2023-01-04 11:30:00+00:00,Salernitana,AC Milan,1 , 2,FT,3919404,https://fotmob.com/matches/salernitana-vs-ac-milan/1vdrz2#3919404,Salernitana,0.69,0.69,0.76,0.65,0.04,2.0,0.0,6.0,5.0,1.0,2.0,8.0,241,44,1,0,6,21,0.77,2,18,1,123,118,313,17,0.12,0.41,,AC Milan,2.69,2.69,3.10,2.03,0.65,5.0,0.0,12.0,1.0,10.0,4.0,16.0,319,56,8,7,2,13,0.8,4,31,4,142,177,400,20,0.33,0.57,
156,ITA-Serie A,2223,2023-01-04 Sassuolo-Sampdoria,16,16,2023-01-04 11:30:00+00:00,Sassuolo,Sampdoria,1 , 2,FT,3919405,https://fotmob.com/matches/sassuolo-vs-sampdoria/2mlfrf#3919405,Sassuolo,1.80,1.01,1.55,0.91,0.11,6.0,0.0,12.0,6.0,4.0,4.0,16.0,466,68,1,0,9,16,0.84,3,33,1,223,243,553,23,0.12,0.65,,Sampdoria,1.29,1.29,1.16,0.56,0.73,1.0,0.0,7.0,4.0,4.0,2.0,9.0,190,32,0,0,1,19,0.71,4,25,6,88,102,267,19,0.4,0.46,
157,ITA-Serie A,2223,2023-01-04 Spezia-Atalanta,16,16,2023-01-04 13:30:00+00:00,Spezia,Atalanta,2 , 2,FT,3919406,https://fotmob.com/matches/atalanta-vs-spezia/2sun08#3919406,Spezia,1.51,1.51,1.37,1.51,0.11,1.0,0.0,4.0,3.0,3.0,3.0,7.0,210,35,2,0,3,11,0.67,4,24,1,107,103,315,24,0.36,0.38,,Atalanta,2.16,2.16,1.66,1.83,0.34,7.0,0.0,16.0,9.0,3.0,3.0,19.0,475,65,2,1,8,11,0.82,11,39,1,253,222,578,25,0.31,0.51,
158,ITA-Serie A,2223,2023-01-04 Torino-Hellas Verona,16,16,2023-01-04 13:30:00+00:00,Torino,Hellas Verona,1 , 1,FT,3919407,https://fotmob.com/matches/torino-vs-hellas-verona/37b1fo#3919407,Torino,0.44,0.44,0.44,0.30,0.14,4.0,0.0,5.0,2.0,3.0,4.0,9.0,463,67,1,1,6,7,0.8,3,32,2,233,230,582,27,0.15,0.4,,Hellas Verona,0.91,0.91,0.30,0.60,0.31,2.0,0.0,7.0,6.0,2.0,3.0,10.0,180,33,3,2,3,17,0.62,7,30,0,104,76,290,13,0.54,0.46,
159,ITA-Serie A,2223,2023-01-04 Udinese-Empoli,16,16,2023-01-04 19:45:00+00:00,Udinese,Empoli,1 , 1,FT,3919408,https://fotmob.com/matches/empoli-vs-udinese/2feisx#3919408,Udinese,1.95,1.95,0.60,1.74,0.21,8.0,1.0,9.0,10.0,3.0,12.0,21.0,441,60,1,1,8,15,0.89,10,34,0,236,205,498,19,0.26,0.72,,Empoli,0.43,0.43,0.80,0.36,0.07,5.0,0.0,4.0,0.0,1.0,2.0,6.0,273,40,1,0,1,14,0.79,1,22,2,107,166,344,16,0.25,0.46,
